SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,DebtRatio,NumberOfOpenCreditLinesAndLoans,NumberOfDependents
0,0.129547536,0.562443192,17,2
0,0.123218186,0.750680787,11,5
0,0.033214349,1784,5,0
0,0.010893096,0.194158076,8,0
0,0.769773734,0.278075992,12,1
0,0.006654485,740,7,4
0,0,0,4,0
0,0.175604436,28,2,NA
1,0.922505535,0.501614046,11,1
0,0.455154587,0.913286004,11,0
0,0.654650704,0.481544577,11,1
0,0.84490946,0.357151076,6,2
0,0.9999999,0.357756601,6,0
0,0.033983551,0.243744128,14,0
0,0,0.183349121,11,2
0,0.024378631,0.150484952,4,3
0,0.770867868,0.24042455,8,0
0,0,0.233691577,6,2
0,0,0.149445764,3,0
0,0.337735888,3005,11,2
0,0.026621989,0.290083632,8,2
0,0.880186636,0.211888395,10,0
1,0.9999999,1305,2,0
0,0.115814589,0.067859022,4,0
0,0.99200034,0.555111222,8,0
0,0.212526282,0.206479352,8,0
0,1.708044916,1.862758161,6,0
0,0.132463863,0.120768229,11,1
0,0.456585044,0.630046584,9,0
0,0.9999999,0,0,0
0,0.558873832,0.214595135,9,0
0,0.093454384,3986,25,0
0,0.850299401,1845,3,0
0,0.102222373,0.716513395,6,0
0,0,0.360159658,10,4
0,0.883293947,0.3118458,7,0
0,0,0.36540709,3,0
0,0.03839346,0.01371298,11,0
0,0.903123346,0.342544069,8,0
0,0.496968813,0.15199392,11,3
0,0.940774925,0.381154711,10,1
0,0.9999999,0.007617597,1,0
0,1.025987006,0.521441726,8,1
0,0.071129391,0.093687518,6,0
0,0,509,3,0
0,0.01150123,0.418702196,4,0
0,0,114,7,0
0,0.425597312,0.302766085,4,0
0,0.087452779,1959,11,2
0,0,0.431305341,4,2
0,0.630787623,0.37942033,12,0
0,0.0049619,8,9,0
0,0.016861692,0.425821711,12,4
0,0.195056302,1529,10,2
0,0.231831982,0.192690243,6,2
0,0.306338732,0.376373626,12,2
0,0.9999999,2883,9,1
0,0.328573722,0.293398759,17,1
0,0.818659658,1.042791442,11,0
0,0.24664436,0.10996858,5,1
0,0.084138627,1295,10,3
0,0.01029897,0.00119952,1,0
0,0.090361993,0.311583578,7,0
0,0.568392168,0.903676471,9,0
0,0.005451823,0.00119976,7,0
0,0.043255885,0.009998276,7,0
0,0.001925099,0.024569089,15,0
0,1.006955514,0.214392804,3,0
0,0.056371415,0.359768292,10,1
0,0.00789921,508,5,0
0,0,1394,5,0
0,0.982431974,0.664255618,13,2
0,0.018265099,0.012643379,6,0
1,0.9999999,0.237812128,2,1
0,0.342056982,0.626394732,13,0
0,0.039016915,0.499126383,5,0
0,0.296110304,0.205498473,3,1
0,0.0445764,37.5,4,0
0,0.000349991,681,6,0
0,0,0.633373934,3,0
0,0.003574848,0.410062479,15,0
0,0.186851783,0.286681021,8,0
0,0.032998429,0.004461298,1,0
0,0.006922189,1,9,0
0,0.474681259,0.196592119,6,1
0,0.356634904,0.458135466,11,0
0,0.982403519,2357,8,0
0,0.036347783,0.180969958,11,1
0,0.258431665,4045,8,1
0,0,0.437849944,11,0
1,0.537417139,2748,5,0
0,0.369472183,7,1,0
0,0.04254138,0.486238532,12,2
1,0.9999999,0,0,0
0,0.096565911,0.120809423,4,1
0,0.295740852,0.178619035,3,2
0,0.213785748,0.367816092,5,0
0,0.339794165,3115,19,0
0,0.318112126,0.020152792,2,0
0,0.600066364,0.50857819,15,1
0,0.044177962,0.33847981,9,1
0,0.010092554,0.003128259,3,0
0,0.510087113,0.198656111,6,1
0,0.039753447,0.243919633,15,0
0,0.05101939,0.26045568,16,3
0,0.9999999,0.194618671,7,0
0,0.142398,0.264079508,6,0
0,0.9999999,0,2,0
0,0.006796192,0.41393079,13,0
0,0.132962653,0.371699564,10,3
0,0.827200631,0.505687694,8,0
0,0.022417562,0.001825769,2,0
0,0.2391771,1.054041983,9,1
0,0.30428262,0.274722886,8,0
0,0.514708735,0.91878384,18,1
0,0.344317885,0.17953362,8,0
0,0.022438565,0.230679837,8,0
0,0.029431333,0.578070322,12,0
0,0.017832739,0.003870718,4,1
0,0.006838698,0.527266028,7,1
0,0.056476222,3612,7,0
0,0.000171917,0,8,0
0,0.056895398,0.335904688,14,0
0,0.9999999,0.112225335,5,0
0,0.212426252,2743,8,0
0,0.01239876,14.01876676,3,0
1,0.197701607,0.258874113,7,1
0,1.624465065,0.432814229,12,1
0,0.03473748,1969,10,0
0,0.108894555,65,2,0
1,0.768820786,0.569584736,6,0
0,0.705197204,0.262722496,16,1
0,0.987367106,0.613832059,21,0
0,0,0.087569008,5,1
0,0.122047134,1.861569215,14,0
0,0.39159148,1363,7,0
0,0.884176675,0.709526982,6,0
0,0.332944509,0.004916257,3,1
0,0.017699115,10,1,NA
0,0.366062091,0.559043159,12,0
0,0.9999999,0.566289141,4,0
0,0.059627208,639,6,1
0,0.061397627,0.718473935,18,4
0,0.162218632,0.459160129,9,1
0,0.030829821,0.088447653,3,2
0,0.005660923,0.001606856,1,1
0,0.04550585,0.00979804,5,1
0,0.135778145,0.325581395,13,1
0,0.047724174,0.75812094,11,1
1,0.9999999,520,3,0
0,0,0.163458647,3,2
0,0.9999999,813,4,0
0,0.017796441,2,2,NA
0,0.267703359,0.021265054,4,1
0,0.714013618,0.252201164,4,0
0,0.947700354,0.048520395,8,0
1,0.978808477,0.428419088,5,1
1,1.050951924,0.801221544,7,0
0,0.959005856,0.213268706,5,0
0,0.098515058,1189,4,0
1,0.9999999,0.041420118,2,3
0,0.000642385,1959,6,NA
0,0.407186096,0.512998,14,2
1,0.9999999,190,0,0
0,0.086672375,0.134648714,15,0
0,0.02365588,0.01793722,7,0
0,0.911663333,0.632308212,11,3
0,0.215568862,0.069114471,3,3
0,0.088046633,0.157283194,5,0
0,0.059112597,1743,3,NA
0,0.032966889,0.537307906,10,1
0,0.042970201,45,6,0
0,0.026599391,0.074071225,9,1
0,0.247103146,0.382146601,22,1
0,0.021639523,0.323073492,21,2
0,0.064372318,1.083273338,7,1
0,0.011845698,9,3,0
0,0.342435003,3840,5,0
0,0.106507141,0.173443541,13,1
0,0.849229165,0.848819169,11,0
0,0.350847689,0.43258377,9,3
0,0.284029179,1623,10,0
0,0.909043376,0.422447194,11,0
0,0.013626303,0.09737293,10,0
0,0.205385796,1694,11,0
0,0.006161492,0.001079914,3,0
1,0.9999999,0.967923863,6,2
0,0.167835331,0.716118685,20,1
0,0.162704663,0.043175147,9,4
0,0.028592856,0.191657272,8,0
0,0.9999999,0,0,0
0,0.536349341,0.14775359,6,2
0,0.026159198,41,3,0
0,0.009937069,0.327737096,16,0
0,0.020739585,374,3,1
0,0.371644487,0.427944404,13,2
0,0.9999999,0.082983403,1,2
0,0.032233653,142,6,0
1,0.924601885,0.367097806,4,1
0,0.2505186,0.363636364,24,0
0,0.001128491,4546,13,0
0,0.01783591,1062,13,0
0,0.038488034,1.225011008,10,2
0,0.680631937,0.057983433,4,3
0,0.101810554,0.816436713,6,2
1,0.9999999,0.025398541,1,0
0,0.435904273,0.353206239,5,0
0,0.519302673,0.765896315,12,0
0,0.293554293,0.282177432,8,0
0,0.203916305,0.346379089,8,1
0,0.9999999,0.096394145,1,1
0,0.179849103,0.308615311,7,0
0,0,0.203310743,7,1
0,0.263407239,2300,21,0
0,0.013174641,0.121859768,8,2
0,0.180280146,0.02849715,4,5
0,0.101740388,0.361220731,9,0
0,1.209302326,10,1,0
0,0.617672488,0.14130275,8,2
0,0.011140155,18,3,0
0,0.9999999,0,3,4
1,0.955200471,2277,10,0
0,0.038950934,0.179793912,15,0
0,0.006341611,0.423549278,19,1
0,0.655344655,0.294355859,6,2
0,0.494343504,0.692561488,6,0
1,1.000782541,0.642629905,9,0
0,0.105556349,0.222071349,5,2
0,0.208583325,0.050887927,10,1
0,0.136793641,0.235086836,11,1
0,0.169233231,0.228154369,6,2
1,0.9999999,117,2,0
0,0.441343163,1.404297851,15,0
0,0.071486036,0.182433958,3,1
0,0.007318071,419,7,0
0,0.026048127,0.322921627,24,0
0,0.508254824,0.58369593,9,1
1,0.9999999,0.492424242,5,1
0,0.280334483,0.558411882,10,0
0,0.014083737,0.129409265,7,0
0,0.508008865,0.360940809,10,4
0,0.000115738,0.008918316,5,1
0,0.075929766,87,9,0
0,0,586,11,NA
0,0.846163759,0.571108043,12,0
0,0.010646433,0.000830979,8,2
0,0.03167801,0.114237715,7,0
0,0.155959085,2599,5,0
0,0.9999999,0.03263928,1,0
0,0.281677722,0.400887929,7,4
0,0.9999999,602,0,0
0,0.358290304,1342,4,0
0,0.081071193,0.332041747,9,3
0,0.006631879,0.186841149,6,0
0,0.197212966,0.196000987,6,0
0,0.412840416,853,9,2
0,0.054562307,91,4,NA
0,0,0,2,0
0,0.049889802,2549,6,0
0,0.556591981,1.409716125,22,0
0,0.9999999,0,0,0
0,0.906381727,5317,16,2
0,0.59410642,0.838448253,14,2
0,0.03382955,0.177037996,10,0
0,0.041396982,0.018495376,5,1
0,0.046458026,0.133116883,9,0
0,0.033934804,5354,9,4
0,0.103659756,0.195398574,5,0
0,0.9999999,0.1026737,7,2
1,0.9999999,0,3,1
0,0.151567098,0.52310231,3,0
1,0.680161943,0.378735696,7,2
0,0.9999999,0.958208358,8,0
0,0.060876125,0.122324159,10,2
0,0.9999999,0.176025918,1,0
0,0.672442519,0.020381451,7,0
0,0.389287936,1633,9,0
0,0.376297369,1663,5,0
0,0,0.195701075,9,4
0,0.288158053,0.494088583,5,1
0,0.484136932,0.144113613,7,0
0,0.084647226,0.224233283,4,0
0,0.703167083,0.174802291,12,0
0,0.076419464,4200,23,3
0,0.017639294,0.007223476,6,0
0,0.00857712,0.142343063,10,0
0,0.806522776,0.514185727,11,0
0,0.009386388,0.010705922,12,0
0,0.86234251,0.370256803,6,2
0,0.665173572,0.166102842,3,0
0,0.007230398,705,4,0
0,0.02579742,0.005178402,2,1
0,0.223677632,0.375291634,7,0
0,0,0,2,0
0,0.242501363,40,1,NA
0,0.838060769,0.568128183,15,0
0,0.10192376,0.327049414,7,1
0,0.10189678,0.017257039,7,0
0,0.891623721,0.564257446,8,1
0,0.786357071,0.066129456,7,0
0,0.936690115,1660,7,0
0,0.339485947,0.514124842,15,0
0,0.611393314,0.401873049,14,0
0,0.151847413,0.291383601,15,1
0,0.00729301,0.470048177,10,0
0,0.036631719,1102,6,NA
0,0.004538163,0.002220577,4,1
0,0.027560119,9,3,NA
0,0.615059839,2.777496839,7,0
0,0.239984263,0.553889222,6,1
0,0.071618037,1557,18,0
0,0.239735812,0.73225917,9,0
0,0.087409383,0.389115063,6,1
0,0.291790743,4729,6,0
0,0.02374947,0.090883991,8,0
1,1.022703603,0.200471991,6,1
0,0.822859221,637,2,0
1,0.9999999,2730,2,0
0,1.634551495,151,1,0
0,0.007329357,0.145237897,20,0
0,0.9999999,0.001142694,0,3
0,0,0.624692034,9,0
0,0.537109258,1.065304309,3,0
0,0.319447649,0.133364098,6,1
0,0.073916921,0.1828594,8,0
0,0.068063285,0.226804124,12,0
0,0.335712013,0.648859731,3,0
0,0.504430534,0.188216476,13,0
0,0.271030817,3.214642263,12,2
0,0.047647618,639,5,0
0,0.159244895,0.410598234,5,0
0,0.741639022,0.652793401,7,0
0,0.456195677,0.395201599,6,0
0,0.004570993,0.008594983,4,0
0,0.152989801,704,4,0
0,0.373342184,3.45243805,27,2
0,0.371401036,0.459297344,8,2
1,0.966777409,0.90261115,5,2
0,0.978733534,1.110963012,16,0
1,0.909494725,0.149140344,8,0
0,0.016422761,0.005982292,8,0
0,0.16536001,0.349833333,11,0
0,0.683331804,2349,9,0
0,0,0.6885414,8,0
0,0.188387441,0.078538927,3,3
0,0.904559865,0.358805885,15,1
0,0,0,1,0
0,0.024624807,0.197565025,6,0
0,0,0,4,0
0,0.012535778,1876,12,0
0,0.161527545,0.073167863,3,1
1,1143,0.547761883,13,2
0,0.279617729,0.15028584,6,1
0,0.037579433,1934,6,0
0,0.003573653,2,5,0
0,0.343657564,0.316710411,14,0
0,0.9999999,0.117033604,1,0
0,0.442308844,0.063498247,4,1
0,0.004222228,0.002671416,5,0
0,0.11397067,0.667821846,16,0
0,0.011946215,0.003653144,5,0
0,0.543456543,27,2,0
0,0.425149701,0.396354014,5,0
0,0.08628288,0.310054326,10,0
0,0.282711455,0.393590148,11,0
0,0.005967586,0.36909013,24,0
0,0.047813534,0.003763643,4,0
0,0.015679373,0.182954261,6,0
0,0.447986,1408,5,0
0,0.017289927,0.31778037,13,1
0,0.077513799,0.011997715,4,1
0,0.243902439,0.248864668,3,0
0,0.469804026,2455,7,0
0,0.457507411,1003,5,0
0,0.763049917,0.465546795,10,1
0,0.159873773,0.413489736,9,0
0,0.062146416,1.41586138,18,0
0,0.041683931,0.796093932,10,1
0,0.013843317,0.00259948,2,0
0,0.093598023,0.226219025,14,0
0,0.081286569,0.118515784,14,0
0,0.314304201,0.440159954,13,1
0,0.062716294,0.03016164,4,0
0,0.240375962,0.678018576,3,0
1,0.9999999,0.427854938,4,7
0,0.663133687,0.266495287,5,0
0,0.389992844,0.263589456,16,1
0,0.264172212,4068,6,0
0,0.283930598,1.51545916,14,2
0,0.016845408,0.04854831,6,0
0,0.571987146,0.187713925,9,1
0,0.584717608,0.129642134,3,0
1,0.752445768,0.305395683,5,0
0,0.170235836,0.130234791,5,1
0,0.971792188,0.76123817,15,1
0,0.177730469,0.156888693,8,0
0,0.640208437,2441,7,0
0,0.187268721,3740,9,0
0,0,0,6,0
0,0.950105123,0.52499494,5,3
0,0.021748641,10,3,NA
0,0.121227307,0.389911384,7,0
1,0.9999999,0.26296065,1,0
0,0.000808265,0.255594705,19,0
0,0.162063966,0.400099994,12,2
0,0.030960339,0.255676759,22,0
0,0.9999999,47,0,3
0,0.9999999,0.218541709,3,2
0,0.702136617,0.242281682,8,0
0,0.036812806,0.257091956,9,3
0,0.01292519,0.00235248,9,3
0,0.968071818,4908,21,0
0,0.127202141,0.298644545,7,3
0,0.007363246,0.002999,5,0
0,0.463124282,0.659090909,11,0
0,0.285528031,0.208661417,2,0
0,0.238829674,0.259947774,25,0
0,0.659890841,0.374094099,11,4
0,0.157880118,112,4,0
0,0,0,4,0
0,0.032570498,0.358771298,21,0
0,0.002586427,4,4,NA
0,0.163400642,279,3,0
0,0.757516147,0.944422231,9,5
0,0.000291949,0.518683579,17,0
0,0.836666107,0.073963018,4,0
0,0.474404095,0.199954034,10,2
0,0.050790004,0.375937344,20,0
0,0.279609581,0.225298691,11,0
1,0.769765421,1.433628319,8,1
0,0.343209383,0.408700228,11,0
0,0.307692308,0.010463378,2,0
0,0.395090522,3524,7,1
0,0.377588854,0.117312917,5,0
0,0.9999999,6,1,0
0,0.611257459,0.459003653,10,3
0,0.051477664,637,11,0
0,0.857044762,0.365384615,10,0
0,0.99000999,1254,10,0
0,0.401824962,0.3843717,7,4
0,0,0.073110285,8,2
1,0.772891132,0.286726106,6,0
1,0.056024823,1598,5,NA
0,0.132159324,0.524502525,6,0
0,0.402664316,0.088775273,5,0
0,0.397512092,0.179539773,16,4
0,0.013597281,4,4,0
0,0.9999999,2701,1,0
0,0.011629342,0.200303976,10,1
0,0.20223306,0.657354741,22,1
0,0.028005705,0.299329199,16,0
0,0.004593166,1155,11,0
0,0.042312909,0.418166509,8,1
0,0,1222,19,0
0,0.054585904,1000,13,2
0,0.023248838,0.088126389,4,0
1,0.627858098,0.164475316,6,1
0,0.030802321,0.751294548,11,0
0,0.025361644,2884,16,0
0,0.294370925,0.420086554,10,1
0,0.207916833,0.180242067,15,1
0,0.013609221,0.340329835,6,0
0,0.398310697,0.4334509,16,0
0,1.016598893,0.071896203,3,0
0,0.118811275,0.117432215,8,1
1,0.718693752,0.626305265,11,0
0,0.06400657,0.479244421,8,0
0,0.081280535,0.441252117,22,1
0,0.9999999,0.077780358,1,0
0,0.319693442,0.494706249,16,0
0,0.210858301,251,3,1
0,0.201663466,882,6,0
0,0.159561348,0.040845473,2,0
0,0,2865,8,2
0,0.58896167,1.424581006,11,1
0,0.503660421,0.346370889,22,2
0,0.025362648,0.191161768,13,0
0,0.109700356,2719,7,0
0,0.005643425,0.718816068,4,0
0,0.988892054,245,6,1
0,0.295125487,0.426305809,14,0
0,0.138347164,0.274721224,3,1
0,0.671517276,0.387526779,12,0
0,0.085363988,0.653923068,7,0
0,0.719133902,1787,11,0
0,0.091788469,4050,9,3
0,0.086850877,0.435741646,22,0
0,0.808042698,0.561887622,9,3
0,0.191958515,0.318833764,4,1
0,0.143608005,0.336011427,15,2
0,0.112387394,1230,12,0
1,0.930232558,0.32247662,6,0
0,0.868279607,0.310741037,19,0
0,0.792013418,0.180496039,7,2
0,0.093984336,16,2,0
0,0.287522654,0.634727545,19,2
0,0.23459476,0.278879813,8,1
0,0.441839763,0.255421274,7,2
0,0.003577191,0.48955495,11,0
0,0.31361716,0.501231706,13,2
0,0.156203563,4179,7,0
0,0,0.333133373,9,0
0,0.034495214,1122,9,2
0,0.128049492,0.519285488,12,4
0,0.020545155,0.074226451,7,0
0,0.012767644,0.221833227,19,0
0,0.01699306,0.269474638,13,0
0,0.459293814,0.637213763,11,2
0,0.000918349,0.001690005,5,0
0,0.276054839,8260,10,0
0,0.00441198,0.19144132,5,0
1,0.108532462,0.338559418,13,1
0,0.228493987,0.306564342,9,0
0,0.016777713,0.326134773,13,0
0,0.147292635,0.067548418,2,2
0,0.077708073,0.16712694,14,0
0,0.00189109,0.445646574,10,3
0,0.247964787,0.324075103,4,0
0,0.070111885,0.220878049,6,0
0,0,0.171582842,5,0
0,0.710783147,1102,6,NA
0,0.516420752,0.016135705,7,2
0,0.12995122,242,17,2
0,0.359984517,2108,8,0
0,0.03284384,0.247532417,25,0
0,0.072889584,0.097390494,6,0
0,0.714972501,0.420310806,6,0
0,0.013173627,1239,6,0
0,0.003747538,2212,14,3
0,0.933275834,0.827038942,10,1
1,0.9999999,0.353441093,5,1
0,0.070822483,0.085240726,10,0
0,0.05778174,0.505247376,9,0
0,0.020957257,0.405168436,11,0
0,0.058047098,0.066564358,3,3
0,0.18197221,0.407635245,23,2
0,0.9999999,0.486570893,3,3
0,0.576351207,0.301519757,9,1
0,0.078958502,0.38380135,11,6
0,0.229616088,0.43115721,26,1
0,0.02355508,0.466629119,8,0
0,0.9999999,61,2,NA
0,0.890043982,0.074574021,6,0
0,0.922943923,828,9,2
0,0.007909158,0.000774144,2,0
0,0.16069133,2565,5,0
0,0.032336822,36,4,NA
0,0.414240261,0.136463194,14,0
0,0.255829447,0.004005827,2,0
0,0.032128341,0.018325698,5,0
0,0.118114054,734,5,NA
0,0.036329154,3617,10,NA
0,0.001162656,809,6,0
0,0.674434501,0.505485087,13,0
0,0.875140106,0.824559867,8,1
0,0.049999219,0.24047578,12,3
0,0.571642103,0.315460567,7,2
0,0.547268708,0.286611147,9,2
0,0.027904098,35,9,NA
0,0.05097687,0.175073233,13,0
0,0.083189108,0.2223968,6,3
0,0.003799905,0.398802203,9,2
0,0.540729635,0.055347259,3,1
0,0.677295454,0.149475738,4,0
0,0.428439507,0.434346035,12,0
0,0.027700831,0.635515265,10,1
0,0.06137026,0.275938947,6,1
0,0.009860883,0.103343465,7,0
0,0.9999999,0.441378143,5,0
0,0.546226887,0.071192375,3,1
0,0,0.18893146,13,0
0,0.250713314,0.340207672,7,1
0,0.314297605,2363,6,0
0,0.9999999,0.384359401,3,0
0,0.946352367,886,9,1
0,0.014665445,928,9,1
0,0.030785947,0.561170696,9,0
0,0.708590351,0.277909927,11,3
0,0.67083045,0.425211966,7,3
1,0.877076412,0.81300813,15,2
0,0.007560791,0.57787377,14,0
0,0.079440102,13,1,NA
0,0.023907646,0.309335963,14,0
0,0.403427913,0.737295909,9,0
0,1.042978511,0.176490865,9,0
0,0.431177706,0.304904717,3,0
0,0.9999999,0,1,1
0,0.9999999,3,1,0
0,0,0.260749173,15,2
0,1.166079873,2.323169208,16,2
0,0.638198235,0.376462354,12,0
0,0.113085143,0.051716769,6,0
0,0.132736764,552,4,NA
0,0.107365293,0.066993301,5,0
0,0.178084094,0.836036436,13,2
0,0.055594441,0.323684586,5,1
0,0.9999999,28,3,0
0,0.065245571,0.180116959,11,0
0,0.9999999,73,0,0
0,0.189053083,0.173565287,10,0
0,0.460986829,0.346860465,6,1
0,0.346881093,0.846374544,13,1
0,0.026800767,0.250074993,7,1
0,0,0.263558516,14,0
0,0.184182617,0.355906118,6,0
0,0.420629115,0.062189055,3,0
0,0,0,1,0
0,0.141188966,0.596839219,22,1
0,0.016066131,0.135431062,10,0
0,0.041681196,0.051726629,5,2
0,0.126607058,1327,3,NA
0,0.487686935,4467,12,0
0,0.025665445,4034,14,3
0,0.028853136,74,8,NA
0,0.108687628,0.33674189,7,0
0,0.694684314,0.55068124,12,0
0,0.051976021,0.164437136,22,1
0,0.659006779,0.564160685,10,2
0,0.032604458,0.641991925,9,0
0,0,0.195850519,5,0
0,0.019760608,0.410928038,25,0
0,0.038045505,0.240268552,8,1
0,0.002115303,0.377098661,4,1
0,0.444183921,0.715381932,22,2
0,0.102657816,0.40029985,10,0
1,0.306928195,5072,16,0
0,0.035763475,0.200508998,9,1
0,0.749625037,0.233524355,7,1
0,0.9999999,0,0,0
0,0.891824326,0.473099828,12,0
0,0.944044764,0.14089422,7,1
0,0.117133186,0.263956007,6,1
0,0.287482032,0.07881584,2,0
0,0,0.403704026,6,2
0,0.691869991,1.082024842,14,0
0,0.9999999,0.147386461,1,1
0,0.018401824,0.482294264,7,0
1,0.93549709,0.4502933,10,0
1,0.741505663,0.182833217,11,1
0,0.9999999,0.293916024,6,0
1,1.388611389,0.036021023,3,0
0,0,0.6257497,3,0
0,0.001873829,0.02212687,6,3
0,0.979246733,0.113866325,8,2
0,0.045323859,0.709835788,13,3
0,0.756949537,0.755688176,6,1
0,0.9999999,0,0,0
0,0.737737639,0.363659085,13,3
0,0.032885794,2336,4,0
0,0.9999999,0,0,0
0,0.017845625,0.511686144,12,0
0,0.013332445,0.00244798,1,0
0,0.417502012,0.415656243,9,1
0,0.346073079,1.477128143,10,0
0,0.077461503,87,4,0
0,0.074767296,0.20913047,16,3
0,0.217125715,3118,8,0
0,0.080634898,0.131345763,5,4
0,0.025931605,1480,3,0
0,0.9999999,0.725854829,2,0
0,0.004269932,10,10,0
0,0.225189112,0.406138107,9,3
0,0.040159476,2519,33,0
0,0.000263155,0.237585688,11,1
0,0.027906891,0.006427653,4,0
0,0.415229239,0.236357659,5,0
0,0.141228518,0.406338427,13,1
0,0.190641248,42,1,0
0,0.099386576,0.531929282,5,1
0,0.759562316,0.479469885,7,2
0,0.006046879,0.008248969,5,1
0,0.072247682,0.361514127,9,0
0,0.012689563,0.010689354,23,0
1,0.495520162,0.701377099,12,2
1,0,0.219129193,4,1
0,0,0.263133605,8,0
0,0.720190134,0.73364486,6,2
1,0.016814976,0.029509816,6,0
0,0.071398215,1663,9,2
0,0.938460288,0.344655345,3,0
0,0.829268293,0.186750428,3,0
0,0.094884325,0.644670051,13,0
0,0.014566524,1475,11,2
1,0.098532359,0.091918883,6,0
0,0.148269541,869,3,0
0,0,0.589041096,6,0
0,0,0,2,0
0,0.000583899,0.409908909,4,0
0,0.9999999,0.031665458,1,3
0,0.000416655,0,2,0
0,0.9999999,0.740286299,3,0
0,6324,0.136672851,4,1
0,0.9999999,65,2,0
0,0.213039604,0.241675832,17,0
0,0.037915017,1.579545455,14,0
0,0.001481262,910,5,1
1,0.9999999,1.195921631,5,0
0,0.222099822,0.213196701,4,0
0,0.105642895,0.220465601,8,0
1,0.331931595,0.448183042,7,0
0,0.090761837,0.095968011,8,0
0,0,0.008377246,7,0
0,0.433248383,2665,9,NA
0,0.21756487,0.001363017,1,0
0,0,0.51697563,11,0
0,0.083254394,2477,3,0
0,0.389167582,0.697629415,11,0
0,0.060837205,219,14,0
0,0.058720891,0.074308564,3,0
0,0.48166997,0.467359341,13,0
0,0.156709144,0.047498516,15,2
0,0.996667111,0.096717468,3,2
0,0.005333172,0.000301495,3,0
0,0.032188754,0.004176225,4,1
0,0.798608056,0.434237258,7,0
0,0.9999999,115,1,NA
0,0.276986151,0.759673094,8,0
0,0.919452151,4942,30,0
0,0.002086775,0,3,1
0,0.000307164,0.150462384,11,0
0,0.185087574,0.35906303,20,2
0,0,0.284428893,9,1
0,0.695345414,0.536807899,11,1
0,0.9999999,0.188784009,2,0
0,0,785,4,0
0,0.006702442,0.004881025,6,0
0,0.788092262,0.764426536,9,2
0,0.231796267,0.38652351,8,1
0,0.393875435,0.329797446,15,3
0,0.9999999,1.094979352,3,1
0,0.025648718,15,2,NA
0,0.9999999,0,2,0
0,0.198122641,0.598523304,8,0
0,0.385384551,1.053037608,4,0
0,0.023681718,0.451478551,7,0
0,0.066923375,2561,5,0
0,0.9999999,0.011247188,5,0
0,0.166184038,0.203518593,5,0
0,0.013204878,0.716822654,23,0
0,0.068726999,0.339263276,16,4
0,1.042754026,0.22847208,7,0
0,0,0.132574778,10,1
0,0.241148359,0.222254307,8,3
0,0.921179803,0.253757126,5,2
0,0.87678673,1.438875306,8,3
0,0,0.573151007,10,3
0,0.268475704,1.693792384,11,1
0,0.003690934,0.285994648,9,2
0,0.771024905,0.350720659,14,5
0,0.962037962,0.182575272,3,0
0,0.232223932,0.504614675,15,0
0,0.224555089,0.172716066,3,3
0,0.005775151,0.281690141,8,0
0,0.012361669,0.010582011,7,0
0,0.173592,0.452241195,9,0
0,0.138716898,0.03276419,3,0
0,0.018547333,31,8,0
0,0.007946455,0.267782427,7,0
0,0.371375862,3107,6,0
0,0.11493527,0.101624323,3,0
0,0.154398948,1.035995501,13,0
0,0.728787735,0.353819491,6,0
0,0.162947552,0.150896982,13,0
0,0.076955976,0.465322965,8,2
0,0.9999999,0.014133058,0,0
0,0.995313964,0.154133002,6,1
0,0.972881909,0.769292283,8,3
0,0.083182301,96,2,0
1,0.049761737,0.217188062,7,0
0,0.745927332,0.242652507,5,2
0,0.910789327,0.456254375,9,2
0,0.754010532,0.332891749,10,1
0,0.568293455,1.001619579,9,2
0,0.655633909,0.472856019,13,0
0,0.011326794,0.004624045,21,0
0,0.18326583,0.330495246,13,0
0,0.017705623,0.319053619,7,0
0,0.358803987,0.06332278,3,4
0,0.456378479,1985,4,0
0,0.23063852,0.1968002,9,3
1,1.305389222,0.182890855,3,0
0,0.08678719,0.015623373,5,3
0,0,0.188712522,5,0
0,0.266556876,0.720079977,9,0
0,0.123401619,1540,12,0
0,0.724220984,0.093442906,4,2
0,0.53648363,3106,9,0
0,0.9999999,0.228380986,2,0
0,2.837806547,0.411417144,8,2
1,0.92358804,0.180880975,3,0
0,0.9999999,2265,3,0
0,0.059077637,0.828213052,6,0
0,0.05924195,0.358914427,6,2
0,0,0.427381283,4,3
0,0.139086091,0.162415784,5,1
1,0.9999999,0.024168236,1,2
0,0.036158699,0.261712095,6,0
0,0.024731104,1230,6,3
0,0.146344333,0.173706573,8,0
0,0.001101664,0.396172522,6,0
0,0.951598654,0.554855251,27,0
0,0.105844684,0.377848317,25,1
0,0,2603,7,0
0,0.060803457,0.449477352,7,0
0,0.25389671,1.008893579,30,0
0,0.389219882,1.118220445,20,0
0,0.12052884,0.341663692,11,0
0,0,1113,4,0
0,0.311908921,0.038740315,1,1
0,0.070773663,1332,9,0
0,0.275536858,0.192701825,3,2
0,0.125656665,0.354175468,14,0
0,0.353155374,1435,13,2
0,0.059341539,0.391578588,15,1
0,0.663605086,0.572717024,13,1
0,0.302227225,0.189887119,13,1
0,0.265081365,0.207063377,6,3
0,0.015984016,3138,4,0
0,0.955391478,1931,8,0
0,0.198076765,0.725284981,12,0
0,0.013427579,2143,12,0
0,0.097393507,2236,6,2
0,0.819311085,0.508774298,14,0
1,0.117703076,0.107120353,9,0
